RBC,WBC,HB,Platelets,Creatinine,Glucose,Dose,Outcome
5.5291930809007575,9.516999630818866,14.136570207798153,319.07586297469607,1.4434208242116522,85.35108403266024,1.1004729493122716,1
7.0121019737618075,8.38649077985804,13.765615109111671,366.3138583876613,1.1357255554197159,53.59317104275499,0.7332541950692641,1
7.002300164647014,11.35312607509181,10.898214536365218,366.62747909201914,0.5375491373224034,126.8818261722414,1.290436828492945,1
7.4151445078515374,8.515545002937177,11.231499853526902,459.7083805715539,0.9900653781108304,102.65463920761827,1.0650374262767477,1
7.192210743107512,11.403333781519642,16.172580850753903,275.0110395337912,0.8278484964599405,134.75175638333604,0.3036100439821336,1
7.261264308617813,12.045807678484454,13.847653237579559,361.1519433273103,1.2098024994878118,82.41448096369822,0.48174068348231674,1
6.889820199967345,8.744688619931624,11.014760358615924,346.49347475840443,1.0056385644949797,123.25700234506708,0.6793616896968049,1
6.378308484441087,13.157486524423838,11.76646284277654,301.7489304255337,0.9695886930663391,135.75146866671435,0.8021222588749255,1
5.634458593655746,10.896015316618946,12.471557963417343,290.680414524219,0.8291219559817755,81.59563448560989,0.501314158383144,1
6.41812712026478,14.967198905885448,12.99955332291192,358.12112998246624,0.7915557118474597,122.90966010858848,0.731771952891553,1
5.133386589811389,7.421568583986378,9.996416678229219,248.30196505538075,0.5328736539838743,111.89319522842834,1.2183094365592073,1
7.386035765663062,11.331436783451569,15.577353915059286,303.2488144225006,0.8417975851893685,75.64180460741322,0.989197492131481,1
4.872160182025564,6.93449831496628,13.743961035461663,448.8251650065448,0.7050049537977169,73.29479944021172,0.5912757967812088,1
7.966132445063323,10.026549616285129,14.56254223723162,421.2741988241818,0.945565436672893,97.96526086901815,0.745357103128284,1
6.700419616070211,10.369947397313096,11.203143431368332,370.67651176965677,1.1690379518787195,130.1237866228372,0.5360570846701278,1
6.922449867600149,6.20814533982915,13.932723366022358,160.78362536028075,0.8520561353608271,131.77260737458084,1.2240677424531896,1
8.480252363736236,10.510211423006997,16.289552542544918,336.8563845792225,1.834273927620094,100.51967824539454,0.3316692914856942,1
6.194726931699175,5.888760223581042,13.457259209436367,242.79112586929682,0.6917636351283307,123.39464193652962,0.3818958291417948,1
8.111816418251536,12.49329530810777,10.588602141581616,208.51721344699578,1.01869693875924,91.1419328496193,0.7216024955846789,1
6.17666797980606,11.070584597642615,16.493650017450346,398.9846988175136,1.084968819110886,103.80387675704517,0.5486701762097634,1
5.5623528103850575,8.736519211033835,13.64360293471218,139.1030799239647,0.9225200745348882,68.47198967679176,1.225318671656198,1
7.148442311741581,5.931426981997811,12.208052719794052,195.10243736546116,1.3453252090087957,125.09110798950258,0.3039545768862629,1
7.868232273544603,7.4672282042330185,9.939795700767855,355.2757683114803,0.6440714678371569,117.0134395735436,0.399683422117648,1
5.508592330265358,8.88591121505402,10.772232284930837,362.763399530653,1.0854431803021174,90.17477637191715,0.44332575620346587,1
